SABOR,UNIDADE,QUANTIDADE,DATA,DIA DA SEMANA
PUDIM DE CHOCOLATE,EPNB,0,01/04/2026,quarta-feira
PUDIM DE CHOCOLATE,GAMA,0,01/04/2026,quarta-feira
PUDIM DE CHOCOLATE,RECANTO,0,01/04/2026,quarta-feira
PUDIM DE CHOCOLATE,SAMAMBAIA,0,01/04/2026,quarta-feira
PUDIM DE CHOCOLATE,SAMAMBAIA SUL,0,01/04/2026,quarta-feira
PUDIM DE CHOCOLATE,PONTE ALTA,0,01/04/2026,quarta-feira
PUDIM DE CHOCOLATE,ALAMEDA,0,01/04/2026,quarta-feira
PUDIM DE CHOCOLATE,TAGUATINGA,0,01/04/2026,quarta-feira
PUDIM DE CHOCOLATE,CEILANDIA,0,01/04/2026,quarta-feira
PUDIM DE CHOCOLATE,VICENTE PIRES,0,01/04/2026,quarta-feira
TORTA BANANA G,QUADRA 1,0,01/04/2026,quarta-feira
TORTA BANANA G,CENTRAL,0,01/04/2026,quarta-feira
TORTA BANANA G,NOROESTE,0,01/04/2026,quarta-feira
TORTA BANANA G,ASA SUL,0,01/04/2026,quarta-feira
TORTA BANANA G,ASA NORTE,0,01/04/2026,quarta-feira
TORTA BANANA G,CONJ. NACIONAL,0,01/04/2026,quarta-feira
TORTA BANANA G,LOJINHA,0,01/04/2026,quarta-feira
TORTA BANANA G,SUDOESTE 1,0,01/04/2026,quarta-feira
TORTA BANANA G,SUDOESTE 2,0,01/04/2026,quarta-feira
TORTA BANANA G,GUARA,0,01/04/2026,quarta-feira
TORTA BANANA G,JARDIM,0,01/04/2026,quarta-feira
TORTA BANANA G,GILBERTO,0,01/04/2026,quarta-feira
TORTA BANANA G,BAHAMAS,0,01/04/2026,quarta-feira
TORTA BANANA G,CONTAINER,0,01/04/2026,quarta-feira
TORTA BANANA G,POSTO,0,01/04/2026,quarta-feira
TORTA BANANA G,ARNIQUEIRA,0,01/04/2026,quarta-feira
TORTA BANANA G,EPNB,0,01/04/2026,quarta-feira
TORTA BANANA G,GAMA,2,01/04/2026,quarta-feira
TORTA BANANA G,RECANTO,0,01/04/2026,quarta-feira
TORTA BANANA G,SAMAMBAIA,0,01/04/2026,quarta-feira
TORTA BANANA G,SAMAMBAIA SUL,0,01/04/2026,quarta-feira
TORTA BANANA G,PONTE ALTA,0,01/04/2026,quarta-feira
TORTA BANANA G,ALAMEDA,0,01/04/2026,quarta-feira
TORTA BANANA G,TAGUATINGA,0,01/04/2026,quarta-feira
TORTA BANANA G,CEILANDIA,0,01/04/2026,quarta-feira
TORTA BANANA G,VICENTE PIRES,0,01/04/2026,quarta-feira
TORTA ABACAXI G,QUADRA 1,0,01/04/2026,quarta-feira
TORTA ABACAXI G,CENTRAL,0,01/04/2026,quarta-feira
TORTA ABACAXI G,NOROESTE,0,01/04/2026,quarta-feira
TORTA ABACAXI G,ASA SUL,0,01/04/2026,quarta-feira
TORTA ABACAXI G,ASA NORTE,0,01/04/2026,quarta-feira
TORTA ABACAXI G,CONJ. NACIONAL,0,01/04/2026,quarta-feira
TORTA ABACAXI G,LOJINHA,0,01/04/2026,quarta-feira
TORTA ABACAXI G,SUDOESTE 1,0,01/04/2026,quarta-feira
TORTA ABACAXI G,SUDOESTE 2,0,01/04/2026,quarta-feira
TORTA ABACAXI G,GUARA,0,01/04/2026,quarta-feira
TORTA ABACAXI G,JARDIM,0,01/04/2026,quarta-feira
TORTA ABACAXI G,GILBERTO,0,01/04/2026,quarta-feira
TORTA ABACAXI G,BAHAMAS,0,01/04/2026,quarta-feira
TORTA ABACAXI G,CONTAINER,0,01/04/2026,quarta-feira
TORTA ABACAXI G,POSTO,0,01/04/2026,quarta-feira
TORTA ABACAXI G,ARNIQUEIRA,0,01/04/2026,quarta-feira
TORTA ABACAXI G,EPNB,0,01/04/2026,quarta-feira
TORTA ABACAXI G,GAMA,0,01/04/2026,quarta-feira
TORTA ABACAXI G,RECANTO,0,01/04/2026,quarta-feira
TORTA ABACAXI G,SAMAMBAIA,0,01/04/2026,quarta-feira
TORTA ABACAXI G,SAMAMBAIA SUL,0,01/04/2026,quarta-feira
TORTA ABACAXI G,PONTE ALTA,0,01/04/2026,quarta-feira
TORTA ABACAXI G,ALAMEDA,0,01/04/2026,quarta-feira
TORTA ABACAXI G,TAGUATINGA,0,01/04/2026,quarta-feira
TORTA ABACAXI G,CEILANDIA,0,01/04/2026,quarta-feira
TORTA ABACAXI G,VICENTE PIRES,0,01/04/2026,quarta-feira
TORTA MISTA G,QUADRA 1,0,01/04/2026,quarta-feira
TORTA MISTA G,CENTRAL,0,01/04/2026,quarta-feira
TORTA MISTA G,NOROESTE,0,01/04/2026,quarta-feira
TORTA MISTA G,ASA SUL,0,01/04/2026,quarta-feira
TORTA MISTA G,ASA NORTE,0,01/04/2026,quarta-feira
TORTA MISTA G,CONJ. NACIONAL,0,01/04/2026,quarta-feira
TORTA MISTA G,LOJINHA,0,01/04/2026,quarta-feira
TORTA MISTA G,SUDOESTE 1,0,01/04/2026,quarta-feira
TORTA MISTA G,SUDOESTE 2,0,01/04/2026,quarta-feira
TORTA MISTA G,GUARA,0,01/04/2026,quarta-feira
TORTA MISTA G,JARDIM,0,01/04/2026,quarta-feira
TORTA MISTA G,GILBERTO,0,01/04/2026,quarta-feira
TORTA MISTA G,BAHAMAS,0,01/04/2026,quarta-feira
TORTA MISTA G,CONTAINER,0,01/04/2026,quarta-feira
TORTA MISTA G,POSTO,0,01/04/2026,quarta-feira
TORTA MISTA G,ARNIQUEIRA,0,01/04/2026,quarta-feira
TORTA MISTA G,EPNB,0,01/04/2026,quarta-feira
TORTA MISTA G,GAMA,0,01/04/2026,quarta-feira
TORTA MISTA G,RECANTO,0,01/04/2026,quarta-feira
TORTA MISTA G,SAMAMBAIA,0,01/04/2026,quarta-feira
TORTA MISTA G,SAMAMBAIA SUL,0,01/04/2026,quarta-feira
TORTA MISTA G,PONTE ALTA,0,01/04/2026,quarta-feira
TORTA MISTA G,ALAMEDA,0,01/04/2026,quarta-feira
TORTA MISTA G,TAGUATINGA,0,01/04/2026,quarta-feira
TORTA MISTA G,CEILANDIA,0,01/04/2026,quarta-feira
TORTA MISTA G,VICENTE PIRES,0,01/04/2026,quarta-feira
TORTA BANANA P,QUADRA 1,0,01/04/2026,quarta-feira
TORTA BANANA P,CENTRAL,0,01/04/2026,quarta-feira
TORTA BANANA P,NOROESTE,0,01/04/2026,quarta-feira
TORTA BANANA P,ASA SUL,0,01/04/2026,quarta-feira
TORTA BANANA P,ASA NORTE,0,01/04/2026,quarta-feira
TORTA BANANA P,CONJ. NACIONAL,0,01/04/2026,quarta-feira
TORTA BANANA P,LOJINHA,0,01/04/2026,quarta-feira
TORTA BANANA P,SUDOESTE 1,4,01/04/2026,quarta-feira
TORTA BANANA P,SUDOESTE 2,2,01/04/2026,quarta-feira
TORTA BANANA P,GUARA,0,01/04/2026,quarta-feira
TORTA BANANA P,JARDIM,0,01/04/2026,quarta-feira
TORTA BANANA P,GILBERTO,0,01/04/2026,quarta-feira
TORTA BANANA P,BAHAMAS,0,01/04/2026,quarta-feira
TORTA BANANA P,CONTAINER,0,01/04/2026,quarta-feira
TORTA BANANA P,POSTO,0,01/04/2026,quarta-feira
TORTA BANANA P,ARNIQUEIRA,0,01/04/2026,quarta-feira
TORTA BANANA P,EPNB,0,01/04/2026,quarta-feira
TORTA BANANA P,GAMA,4,01/04/2026,quarta-feira
TORTA BANANA P,RECANTO,0,01/04/2026,quarta-feira
TORTA BANANA P,SAMAMBAIA,0,01/04/2026,quarta-feira
TORTA BANANA P,SAMAMBAIA SUL,0,01/04/2026,quarta-feira
TORTA BANANA P,PONTE ALTA,0,01/04/2026,quarta-feira
TORTA BANANA P,ALAMEDA,1,01/04/2026,quarta-feira
TORTA BANANA P,TAGUATINGA,0,01/04/2026,quarta-feira
TORTA BANANA P,CEILANDIA,2,01/04/2026,quarta-feira
TORTA BANANA P,VICENTE PIRES,1,01/04/2026,quarta-feira
TORTA ABACAXI P,QUADRA 1,0,01/04/2026,quarta-feira
TORTA ABACAXI P,CENTRAL,0,01/04/2026,quarta-feira
TORTA ABACAXI P,NOROESTE,0,01/04/2026,quarta-feira
TORTA ABACAXI P,ASA SUL,0,01/04/2026,quarta-feira
TORTA ABACAXI P,ASA NORTE,0,01/04/2026,quarta-feira
TORTA ABACAXI P,CONJ. NACIONAL,0,01/04/2026,quarta-feira
TORTA ABACAXI P,LOJINHA,0,01/04/2026,quarta-feira
TORTA ABACAXI P,SUDOESTE 1,0,01/04/2026,quarta-feira
TORTA ABACAXI P,SUDOESTE 2,0,01/04/2026,quarta-feira
TORTA ABACAXI P,GUARA,0,01/04/2026,quarta-feira
TORTA ABACAXI P,JARDIM,0,01/04/2026,quarta-feira
TORTA ABACAXI P,GILBERTO,0,01/04/2026,quarta-feira
TORTA ABACAXI P,BAHAMAS,0,01/04/2026,quarta-feira
TORTA ABACAXI P,CONTAINER,0,01/04/2026,quarta-feira
TORTA ABACAXI P,POSTO,0,01/04/2026,quarta-feira
TORTA ABACAXI P,ARNIQUEIRA,0,01/04/2026,quarta-feira
TORTA ABACAXI P,EPNB,0,01/04/2026,quarta-feira
TORTA ABACAXI P,GAMA,0,01/04/2026,quarta-feira
TORTA ABACAXI P,RECANTO,0,01/04/2026,quarta-feira
TORTA ABACAXI P,SAMAMBAIA,0,01/04/2026,quarta-feira
TORTA ABACAXI P,SAMAMBAIA SUL,0,01/04/2026,quarta-feira
TORTA ABACAXI P,PONTE ALTA,0,01/04/2026,quarta-feira
TORTA ABACAXI P,ALAMEDA,0,01/04/2026,quarta-feira
TORTA ABACAXI P,TAGUATINGA,0,01/04/2026,quarta-feira
TORTA ABACAXI P,CEILANDIA,0,01/04/2026,quarta-feira
TORTA ABACAXI P,VICENTE PIRES,0,01/04/2026,quarta-feira
TORTA MISTA P,QUADRA 1,0,01/04/2026,quarta-feira
TORTA MISTA P,CENTRAL,0,01/04/2026,quarta-feira
TORTA MISTA P,NOROESTE,0,01/04/2026,quarta-feira
TORTA MISTA P,ASA SUL,0,01/04/2026,quarta-feira
TORTA MISTA P,ASA NORTE,0,01/04/2026,quarta-feira
TORTA MISTA P,CONJ. NACIONAL,0,01/04/2026,quarta-feira
TORTA MISTA P,LOJINHA,0,01/04/2026,quarta-feira
TORTA MISTA P,SUDOESTE 1,0,01/04/2026,quarta-feira
TORTA MISTA P,SUDOESTE 2,0,01/04/2026,quarta-feira
TORTA MISTA P,GUARA,0,01/04/2026,quarta-feira
TORTA MISTA P,JARDIM,0,01/04/2026,quarta-feira
TORTA MISTA P,GILBERTO,0,01/04/2026,quarta-feira
TORTA MISTA P,BAHAMAS,0,01/04/2026,quarta-feira
TORTA MISTA P,CONTAINER,0,01/04/2026,quarta-feira
TORTA MISTA P,POSTO,0,01/04/2026,quarta-feira
TORTA MISTA P,ARNIQUEIRA,0,01/04/2026,quarta-feira
TORTA MISTA P,EPNB,0,01/04/2026,quarta-feira
TORTA MISTA P,GAMA,0,01/04/2026,quarta-feira
TORTA MISTA P,RECANTO,0,01/04/2026,quarta-feira
TORTA MISTA P,SAMAMBAIA,0,01/04/2026,quarta-feira
TORTA MISTA P,SAMAMBAIA SUL,0,01/04/2026,quarta-feira
TORTA MISTA P,PONTE ALTA,0,01/04/2026,quarta-feira
TORTA MISTA P,ALAMEDA,0,01/04/2026,quarta-feira
TORTA MISTA P,TAGUATINGA,0,01/04/2026,quarta-feira
TORTA MISTA P,CEILANDIA,0,01/04/2026,quarta-feira
TORTA MISTA P,VICENTE PIRES,0,01/04/2026,quarta-feira
LEITE,QUADRA 1,2,01/04/2026,quarta-feira
LEITE,CENTRAL,4,01/04/2026,quarta-feira
LEITE,NOROESTE,2,01/04/2026,quarta-feira
LEITE,ASA SUL,3,01/04/2026,quarta-feira
LEITE,ASA NORTE,6,01/04/2026,quarta-feira
LEITE,CONJ. NACIONAL,7,01/04/2026,quarta-feira
LEITE,LOJINHA,4,01/04/2026,quarta-feira
LEITE,SUDOESTE 1,6,01/04/2026,quarta-feira
LEITE,SUDOESTE 2,3,01/04/2026,quarta-feira
LEITE,GUARA,6,01/04/2026,quarta-feira
LEITE,JARDIM,4,01/04/2026,quarta-feira
LEITE,GILBERTO,2,01/04/2026,quarta-feira
LEITE,BAHAMAS,2,01/04/2026,quarta-feira
LEITE,CONTAINER,4,01/04/2026,quarta-feira
LEITE,POSTO,8,01/04/2026,quarta-feira
LEITE,ARNIQUEIRA,2,01/04/2026,quarta-feira
LEITE,EPNB,2,01/04/2026,quarta-feira
LEITE,GAMA,6,01/04/2026,quarta-feira
LEITE,RECANTO,5,01/04/2026,quarta-feira
LEITE,SAMAMBAIA,4,01/04/2026,quarta-feira
LEITE,SAMAMBAIA SUL,3,01/04/2026,quarta-feira
LEITE,PONTE ALTA,1,01/04/2026,quarta-feira
LEITE,ALAMEDA,1,01/04/2026,quarta-feira
LEITE,TAGUATINGA,9,01/04/2026,quarta-feira
LEITE,CEILANDIA,4,01/04/2026,quarta-feira
LEITE,VICENTE PIRES,3,01/04/2026,quarta-feira
MILHO,QUADRA 1,3,01/04/2026,quarta-feira
MILHO,CENTRAL,2,01/04/2026,quarta-feira
MILHO,NOROESTE,5,01/04/2026,quarta-feira
MILHO,ASA SUL,7,01/04/2026,quarta-feira
MILHO,ASA NORTE,10,01/04/2026,quarta-feira
MILHO,CONJ. NACIONAL,8,01/04/2026,quarta-feira
MILHO,LOJINHA,4,01/04/2026,quarta-feira
MILHO,SUDOESTE 1,6,01/04/2026,quarta-feira
MILHO,SUDOESTE 2,4,01/04/2026,quarta-feira
MILHO,GUARA,5,01/04/2026,quarta-feira
MILHO,JARDIM,2,01/04/2026,quarta-feira
MILHO,GILBERTO,4,01/04/2026,quarta-feira
MILHO,BAHAMAS,4,01/04/2026,quarta-feira
MILHO,CONTAINER,3,01/04/2026,quarta-feira
MILHO,POSTO,9,01/04/2026,quarta-feira
MILHO,ARNIQUEIRA,2,01/04/2026,quarta-feira
MILHO,EPNB,1,01/04/2026,quarta-feira
MILHO,GAMA,4,01/04/2026,quarta-feira
MILHO,RECANTO,1,01/04/2026,quarta-feira
MILHO,SAMAMBAIA,2,01/04/2026,quarta-feira
MILHO,SAMAMBAIA SUL,2,01/04/2026,quarta-feira
MILHO,PONTE ALTA,3,01/04/2026,quarta-feira
MILHO,ALAMEDA,0,01/04/2026,quarta-feira
MILHO,TAGUATINGA,7,01/04/2026,quarta-feira
MILHO,CEILANDIA,6,01/04/2026,quarta-feira
MILHO,VICENTE PIRES,4,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,QUADRA 1,3,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,CENTRAL,2,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,NOROESTE,3,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,ASA SUL,8,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,ASA NORTE,10,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,CONJ. NACIONAL,6,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,LOJINHA,7,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,SUDOESTE 1,5,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,SUDOESTE 2,2,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,GUARA,7,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,JARDIM,5,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,GILBERTO,2,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,BAHAMAS,5,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,CONTAINER,3,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,POSTO,7,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,ARNIQUEIRA,2,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,EPNB,2,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,GAMA,7,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,RECANTO,6,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,SAMAMBAIA,6,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,SAMAMBAIA SUL,4,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,PONTE ALTA,4,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,ALAMEDA,0,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,TAGUATINGA,3,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,CEILANDIA,5,01/04/2026,quarta-feira
MILHO C/ CATUPIRY,VICENTE PIRES,3,01/04/2026,quarta-feira
QUEIJO,QUADRA 1,4,01/04/2026,quarta-feira
QUEIJO,CENTRAL,4,01/04/2026,quarta-feira
QUEIJO,NOROESTE,2,01/04/2026,quarta-feira
QUEIJO,ASA SUL,2,01/04/2026,quarta-feira
QUEIJO,ASA NORTE,3,01/04/2026,quarta-feira
QUEIJO,CONJ. NACIONAL,3,01/04/2026,quarta-feira
QUEIJO,LOJINHA,2,01/04/2026,quarta-feira
QUEIJO,SUDOESTE 1,6,01/04/2026,quarta-feira
QUEIJO,SUDOESTE 2,3,01/04/2026,quarta-feira
QUEIJO,GUARA,3,01/04/2026,quarta-feira
QUEIJO,JARDIM,2,01/04/2026,quarta-feira
QUEIJO,GILBERTO,2,01/04/2026,quarta-feira
QUEIJO,BAHAMAS,1,01/04/2026,quarta-feira
QUEIJO,CONTAINER,0,01/04/2026,quarta-feira
QUEIJO,POSTO,4,01/04/2026,quarta-feira
QUEIJO,ARNIQUEIRA,0,01/04/2026,quarta-feira
QUEIJO,EPNB,1,01/04/2026,quarta-feira
QUEIJO,GAMA,5,01/04/2026,quarta-feira
QUEIJO,RECANTO,3,01/04/2026,quarta-feira
QUEIJO,SAMAMBAIA,4,01/04/2026,quarta-feira
QUEIJO,SAMAMBAIA SUL,3,01/04/2026,quarta-feira
QUEIJO,PONTE ALTA,4,01/04/2026,quarta-feira
QUEIJO,ALAMEDA,0,01/04/2026,quarta-feira
QUEIJO,TAGUATINGA,7,01/04/2026,quarta-feira
QUEIJO,CEILANDIA,3,01/04/2026,quarta-feira
QUEIJO,VICENTE PIRES,3,01/04/2026,quarta-feira
MANDIOCA,QUADRA 1,5,01/04/2026,quarta-feira
MANDIOCA,CENTRAL,4,01/04/2026,quarta-feira
MANDIOCA,NOROESTE,7,01/04/2026,quarta-feira
MANDIOCA,ASA SUL,12,01/04/2026,quarta-feira
MANDIOCA,ASA NORTE,13,01/04/2026,quarta-feira
MANDIOCA,CONJ. NACIONAL,8,01/04/2026,quarta-feira
MANDIOCA,LOJINHA,6,01/04/2026,quarta-feira
MANDIOCA,SUDOESTE 1,9,01/04/2026,quarta-feira
MANDIOCA,SUDOESTE 2,7,01/04/2026,quarta-feira
MANDIOCA,GUARA,11,01/04/2026,quarta-feira
MANDIOCA,JARDIM,8,01/04/2026,quarta-feira
MANDIOCA,GILBERTO,7,01/04/2026,quarta-feira
MANDIOCA,BAHAMAS,7,01/04/2026,quarta-feira
MANDIOCA,CONTAINER,8,01/04/2026,quarta-feira
MANDIOCA,POSTO,17,01/04/2026,quarta-feira
MANDIOCA,ARNIQUEIRA,3,01/04/2026,quarta-feira
MANDIOCA,EPNB,3,01/04/2026,quarta-feira
MANDIOCA,GAMA,9,01/04/2026,quarta-feira
MANDIOCA,RECANTO,5,01/04/2026,quarta-feira
MANDIOCA,SAMAMBAIA,7,01/04/2026,quarta-feira
MANDIOCA,SAMAMBAIA SUL,5,01/04/2026,quarta-feira
MANDIOCA,PONTE ALTA,4,01/04/2026,quarta-feira
MANDIOCA,ALAMEDA,4,01/04/2026,quarta-feira
MANDIOCA,TAGUATINGA,11,01/04/2026,quarta-feira
MANDIOCA,CEILANDIA,6,01/04/2026,quarta-feira
MANDIOCA,VICENTE PIRES,6,01/04/2026,quarta-feira
MAND. ROMEU,QUADRA 1,5,01/04/2026,quarta-feira
MAND. ROMEU,CENTRAL,4,01/04/2026,quarta-feira
MAND. ROMEU,NOROESTE,7,01/04/2026,quarta-feira
MAND. ROMEU,ASA SUL,12,01/04/2026,quarta-feira
MAND. ROMEU,ASA NORTE,16,01/04/2026,quarta-feira
MAND. ROMEU,CONJ. NACIONAL,8,01/04/2026,quarta-feira
MAND. ROMEU,LOJINHA,6,01/04/2026,quarta-feira
MAND. ROMEU,SUDOESTE 1,6,01/04/2026,quarta-feira
MAND. ROMEU,SUDOESTE 2,6,01/04/2026,quarta-feira
MAND. ROMEU,GUARA,11,01/04/2026,quarta-feira
MAND. ROMEU,JARDIM,8,01/04/2026,quarta-feira
MAND. ROMEU,GILBERTO,7,01/04/2026,quarta-feira
MAND. ROMEU,BAHAMAS,7,01/04/2026,quarta-feira
MAND. ROMEU,CONTAINER,7,01/04/2026,quarta-feira
MAND. ROMEU,POSTO,18,01/04/2026,quarta-feira
MAND. ROMEU,ARNIQUEIRA,3,01/04/2026,quarta-feira
MAND. ROMEU,EPNB,2,01/04/2026,quarta-feira
MAND. ROMEU,GAMA,9,01/04/2026,quarta-feira
MAND. ROMEU,RECANTO,5,01/04/2026,quarta-feira
MAND. ROMEU,SAMAMBAIA,4,01/04/2026,quarta-feira
MAND. ROMEU,SAMAMBAIA SUL,3,01/04/2026,quarta-feira
MAND. ROMEU,PONTE ALTA,2,01/04/2026,quarta-feira
MAND. ROMEU,ALAMEDA,0,01/04/2026,quarta-feira
MAND. ROMEU,TAGUATINGA,6,01/04/2026,quarta-feira
MAND. ROMEU,CEILANDIA,5,01/04/2026,quarta-feira
MAND. ROMEU,VICENTE PIRES,5,01/04/2026,quarta-feira
MAND. CATUPIRY,QUADRA 1,4,01/04/2026,quarta-feira
MAND. CATUPIRY,CENTRAL,3,01/04/2026,quarta-feira
MAND. CATUPIRY,NOROESTE,5,01/04/2026,quarta-feira
MAND. CATUPIRY,ASA SUL,13,01/04/2026,quarta-feira
MAND. CATUPIRY,ASA NORTE,13,01/04/2026,quarta-feira
MAND. CATUPIRY,CONJ. NACIONAL,8,01/04/2026,quarta-feira
MAND. CATUPIRY,LOJINHA,6,01/04/2026,quarta-feira
MAND. CATUPIRY,SUDOESTE 1,7,01/04/2026,quarta-feira
MAND. CATUPIRY,SUDOESTE 2,6,01/04/2026,quarta-feira
MAND. CATUPIRY,GUARA,11,01/04/2026,quarta-feira
MAND. CATUPIRY,JARDIM,7,01/04/2026,quarta-feira
MAND. CATUPIRY,GILBERTO,7,01/04/2026,quarta-feira
MAND. CATUPIRY,BAHAMAS,7,01/04/2026,quarta-feira
MAND. CATUPIRY,CONTAINER,5,01/04/2026,quarta-feira
MAND. CATUPIRY,POSTO,12,01/04/2026,quarta-feira
MAND. CATUPIRY,ARNIQUEIRA,3,01/04/2026,quarta-feira
MAND. CATUPIRY,EPNB,4,01/04/2026,quarta-feira
MAND. CATUPIRY,GAMA,10,01/04/2026,quarta-feira
MAND. CATUPIRY,RECANTO,3,01/04/2026,quarta-feira
MAND. CATUPIRY,SAMAMBAIA,4,01/04/2026,quarta-feira
MAND. CATUPIRY,SAMAMBAIA SUL,4,01/04/2026,quarta-feira
MAND. CATUPIRY,PONTE ALTA,3,01/04/2026,quarta-feira
MAND. CATUPIRY,ALAMEDA,1,01/04/2026,quarta-feira
MAND. CATUPIRY,TAGUATINGA,6,01/04/2026,quarta-feira
MAND. CATUPIRY,CEILANDIA,5,01/04/2026,quarta-feira
MAND. CATUPIRY,VICENTE PIRES,5,01/04/2026,quarta-feira
MAND. GOIABADA,QUADRA 1,2,01/04/2026,quarta-feira
MAND. GOIABADA,CENTRAL,3,01/04/2026,quarta-feira
MAND. GOIABADA,NOROESTE,3,01/04/2026,quarta-feira
MAND. GOIABADA,ASA SUL,4,01/04/2026,quarta-feira
MAND. GOIABADA,ASA NORTE,3,01/04/2026,quarta-feira
MAND. GOIABADA,CONJ. NACIONAL,0,01/04/2026,quarta-feira
MAND. GOIABADA,LOJINHA,0,01/04/2026,quarta-feira
MAND. GOIABADA,SUDOESTE 1,7,01/04/2026,quarta-feira
MAND. GOIABADA,SUDOESTE 2,3,01/04/2026,quarta-feira
MAND. GOIABADA,GUARA,4,01/04/2026,quarta-feira
MAND. GOIABADA,JARDIM,2,01/04/2026,quarta-feira
MAND. GOIABADA,GILBERTO,0,01/04/2026,quarta-feira
MAND. GOIABADA,BAHAMAS,0,01/04/2026,quarta-feira
MAND. GOIABADA,CONTAINER,2,01/04/2026,quarta-feira
MAND. GOIABADA,POSTO,2,01/04/2026,quarta-feira
MAND. GOIABADA,ARNIQUEIRA,0,01/04/2026,quarta-feira
MAND. GOIABADA,EPNB,0,01/04/2026,quarta-feira
MAND. GOIABADA,GAMA,0,01/04/2026,quarta-feira
MAND. GOIABADA,RECANTO,0,01/04/2026,quarta-feira
MAND. GOIABADA,SAMAMBAIA,0,01/04/2026,quarta-feira
MAND. GOIABADA,SAMAMBAIA SUL,2,01/04/2026,quarta-feira
MAND. GOIABADA,PONTE ALTA,0,01/04/2026,quarta-feira
MAND. GOIABADA,ALAMEDA,1,01/04/2026,quarta-feira
MAND. GOIABADA,TAGUATINGA,2,01/04/2026,quarta-feira
MAND. GOIABADA,CEILANDIA,3,01/04/2026,quarta-feira
MAND. GOIABADA,VICENTE PIRES,2,01/04/2026,quarta-feira
ARROZ,QUADRA 1,4,01/04/2026,quarta-feira
ARROZ,CENTRAL,3,01/04/2026,quarta-feira
ARROZ,NOROESTE,4,01/04/2026,quarta-feira
ARROZ,ASA SUL,9,01/04/2026,quarta-feira
ARROZ,ASA NORTE,11,01/04/2026,quarta-feira
ARROZ,CONJ. NACIONAL,3,01/04/2026,quarta-feira
ARROZ,LOJINHA,4,01/04/2026,quarta-feira
ARROZ,SUDOESTE 1,6,01/04/2026,quarta-feira
ARROZ,SUDOESTE 2,3,01/04/2026,quarta-feira
ARROZ,GUARA,8,01/04/2026,quarta-feira
ARROZ,JARDIM,7,01/04/2026,quarta-feira
ARROZ,GILBERTO,1,01/04/2026,quarta-feira
ARROZ,BAHAMAS,3,01/04/2026,quarta-feira
ARROZ,CONTAINER,6,01/04/2026,quarta-feira
ARROZ,POSTO,0,01/04/2026,quarta-feira
ARROZ,ARNIQUEIRA,1,01/04/2026,quarta-feira
ARROZ,EPNB,1,01/04/2026,quarta-feira
ARROZ,GAMA,7,01/04/2026,quarta-feira
ARROZ,RECANTO,0,01/04/2026,quarta-feira
ARROZ,SAMAMBAIA,2,01/04/2026,quarta-feira
ARROZ,SAMAMBAIA SUL,0,01/04/2026,quarta-feira
ARROZ,PONTE ALTA,2,01/04/2026,quarta-feira
ARROZ,ALAMEDA,0,01/04/2026,quarta-feira
ARROZ,TAGUATINGA,10,01/04/2026,quarta-feira
ARROZ,CEILANDIA,1,01/04/2026,quarta-feira
ARROZ,VICENTE PIRES,4,01/04/2026,quarta-feira
CENOURA,QUADRA 1,8,01/04/2026,quarta-feira
CENOURA,CENTRAL,12,01/04/2026,quarta-feira
CENOURA,NOROESTE,25,01/04/2026,quarta-feira
CENOURA,ASA SUL,35,01/04/2026,quarta-feira
CENOURA,ASA NORTE,60,01/04/2026,quarta-feira
CENOURA,CONJ. NACIONAL,25,01/04/2026,quarta-feira
CENOURA,LOJINHA,10,01/04/2026,quarta-feira
CENOURA,SUDOESTE 1,35,01/04/2026,quarta-feira
CENOURA,SUDOESTE 2,30,01/04/2026,quarta-feira
CENOURA,GUARA,30,01/04/2026,quarta-feira
CENOURA,JARDIM,11,01/04/2026,quarta-feira
CENOURA,GILBERTO,20,01/04/2026,quarta-feira
CENOURA,BAHAMAS,20,01/04/2026,quarta-feira
CENOURA,CONTAINER,19,01/04/2026,quarta-feira
CENOURA,POSTO,25,01/04/2026,quarta-feira
CENOURA,ARNIQUEIRA,4,01/04/2026,quarta-feira
