SABOR,UNIDADE,QUANTIDADE,DATA,DIA DA SEMANA
BOLO NO POTE RED VELVET,SAMAMBAIA SUL,3,29/04/2026,quarta-feira
BOLO NO POTE RED VELVET,PONTE ALTA,0,29/04/2026,quarta-feira
BOLO NO POTE RED VELVET,ALAMEDA,3,29/04/2026,quarta-feira
BOLO NO POTE RED VELVET,TAGUATINGA,4,29/04/2026,quarta-feira
BOLO NO POTE RED VELVET,CEILANDIA,3,29/04/2026,quarta-feira
BOLO NO POTE RED VELVET,VICENTE PIRES,4,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,QUADRA 1,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,CENTRAL,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,NOROESTE,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,ASA SUL,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,ASA NORTE,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,CONJ. NACIONAL,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,LOJINHA,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,SUDOESTE 1,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,SUDOESTE 2,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,GUARA,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,JARDIM,4,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,GILBERTO,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,BAHAMAS,6,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,CONTAINER,4,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,POSTO,10,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,ARNIQUEIRA,4,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,EPNB,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,GAMA,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,RECANTO,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,SAMAMBAIA,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,SAMAMBAIA SUL,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,PONTE ALTA,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,ALAMEDA,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,TAGUATINGA,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,CEILANDIA,0,29/04/2026,quarta-feira
BOLO NO POTE CHOCOLATUDO,VICENTE PIRES,4,29/04/2026,quarta-feira
TORTA NINHO G,QUADRA 1,0,29/04/2026,quarta-feira
TORTA NINHO G,CENTRAL,0,29/04/2026,quarta-feira
TORTA NINHO G,NOROESTE,0,29/04/2026,quarta-feira
TORTA NINHO G,ASA SUL,0,29/04/2026,quarta-feira
TORTA NINHO G,ASA NORTE,0,29/04/2026,quarta-feira
TORTA NINHO G,CONJ. NACIONAL,0,29/04/2026,quarta-feira
TORTA NINHO G,LOJINHA,0,29/04/2026,quarta-feira
TORTA NINHO G,SUDOESTE 1,0,29/04/2026,quarta-feira
TORTA NINHO G,SUDOESTE 2,0,29/04/2026,quarta-feira
TORTA NINHO G,GUARA,0,29/04/2026,quarta-feira
TORTA NINHO G,JARDIM,0,29/04/2026,quarta-feira
TORTA NINHO G,GILBERTO,0,29/04/2026,quarta-feira
TORTA NINHO G,BAHAMAS,0,29/04/2026,quarta-feira
TORTA NINHO G,CONTAINER,0,29/04/2026,quarta-feira
TORTA NINHO G,POSTO,0,29/04/2026,quarta-feira
TORTA NINHO G,ARNIQUEIRA,0,29/04/2026,quarta-feira
TORTA NINHO G,EPNB,0,29/04/2026,quarta-feira
TORTA NINHO G,GAMA,0,29/04/2026,quarta-feira
TORTA NINHO G,RECANTO,0,29/04/2026,quarta-feira
TORTA NINHO G,SAMAMBAIA,0,29/04/2026,quarta-feira
TORTA NINHO G,SAMAMBAIA SUL,0,29/04/2026,quarta-feira
TORTA NINHO G,PONTE ALTA,0,29/04/2026,quarta-feira
TORTA NINHO G,ALAMEDA,0,29/04/2026,quarta-feira
TORTA NINHO G,TAGUATINGA,0,29/04/2026,quarta-feira
TORTA NINHO G,CEILANDIA,0,29/04/2026,quarta-feira
TORTA NINHO G,VICENTE PIRES,0,29/04/2026,quarta-feira
CHOCOLATUDO G,QUADRA 1,0,29/04/2026,quarta-feira
CHOCOLATUDO G,CENTRAL,0,29/04/2026,quarta-feira
CHOCOLATUDO G,NOROESTE,1,29/04/2026,quarta-feira
CHOCOLATUDO G,ASA SUL,3,29/04/2026,quarta-feira
CHOCOLATUDO G,ASA NORTE,4,29/04/2026,quarta-feira
CHOCOLATUDO G,CONJ. NACIONAL,1,29/04/2026,quarta-feira
CHOCOLATUDO G,LOJINHA,0,29/04/2026,quarta-feira
CHOCOLATUDO G,SUDOESTE 1,2,29/04/2026,quarta-feira
CHOCOLATUDO G,SUDOESTE 2,0,29/04/2026,quarta-feira
CHOCOLATUDO G,GUARA,0,29/04/2026,quarta-feira
CHOCOLATUDO G,JARDIM,0,29/04/2026,quarta-feira
CHOCOLATUDO G,GILBERTO,0,29/04/2026,quarta-feira
CHOCOLATUDO G,BAHAMAS,2,29/04/2026,quarta-feira
CHOCOLATUDO G,CONTAINER,0,29/04/2026,quarta-feira
CHOCOLATUDO G,POSTO,10,29/04/2026,quarta-feira
CHOCOLATUDO G,ARNIQUEIRA,0,29/04/2026,quarta-feira
CHOCOLATUDO G,EPNB,0,29/04/2026,quarta-feira
CHOCOLATUDO G,GAMA,1,29/04/2026,quarta-feira
CHOCOLATUDO G,RECANTO,0,29/04/2026,quarta-feira
CHOCOLATUDO G,SAMAMBAIA,0,29/04/2026,quarta-feira
CHOCOLATUDO G,SAMAMBAIA SUL,0,29/04/2026,quarta-feira
CHOCOLATUDO G,PONTE ALTA,0,29/04/2026,quarta-feira
CHOCOLATUDO G,ALAMEDA,0,29/04/2026,quarta-feira
CHOCOLATUDO G,TAGUATINGA,0,29/04/2026,quarta-feira
CHOCOLATUDO G,CEILANDIA,0,29/04/2026,quarta-feira
CHOCOLATUDO G,VICENTE PIRES,0,29/04/2026,quarta-feira
TORTA NINHO P,QUADRA 1,0,29/04/2026,quarta-feira
TORTA NINHO P,CENTRAL,0,29/04/2026,quarta-feira
TORTA NINHO P,NOROESTE,0,29/04/2026,quarta-feira
TORTA NINHO P,ASA SUL,1,29/04/2026,quarta-feira
TORTA NINHO P,ASA NORTE,0,29/04/2026,quarta-feira
TORTA NINHO P,CONJ. NACIONAL,0,29/04/2026,quarta-feira
TORTA NINHO P,LOJINHA,0,29/04/2026,quarta-feira
TORTA NINHO P,SUDOESTE 1,0,29/04/2026,quarta-feira
TORTA NINHO P,SUDOESTE 2,0,29/04/2026,quarta-feira
TORTA NINHO P,GUARA,0,29/04/2026,quarta-feira
TORTA NINHO P,JARDIM,0,29/04/2026,quarta-feira
TORTA NINHO P,GILBERTO,1,29/04/2026,quarta-feira
TORTA NINHO P,BAHAMAS,0,29/04/2026,quarta-feira
TORTA NINHO P,CONTAINER,0,29/04/2026,quarta-feira
TORTA NINHO P,POSTO,10,29/04/2026,quarta-feira
TORTA NINHO P,ARNIQUEIRA,0,29/04/2026,quarta-feira
TORTA NINHO P,EPNB,0,29/04/2026,quarta-feira
TORTA NINHO P,GAMA,0,29/04/2026,quarta-feira
TORTA NINHO P,RECANTO,0,29/04/2026,quarta-feira
TORTA NINHO P,SAMAMBAIA,0,29/04/2026,quarta-feira
TORTA NINHO P,SAMAMBAIA SUL,0,29/04/2026,quarta-feira
TORTA NINHO P,PONTE ALTA,1,29/04/2026,quarta-feira
TORTA NINHO P,ALAMEDA,0,29/04/2026,quarta-feira
TORTA NINHO P,TAGUATINGA,0,29/04/2026,quarta-feira
TORTA NINHO P,CEILANDIA,0,29/04/2026,quarta-feira
TORTA NINHO P,VICENTE PIRES,0,29/04/2026,quarta-feira
CHOCOLATUDO P,QUADRA 1,0,29/04/2026,quarta-feira
CHOCOLATUDO P,CENTRAL,0,29/04/2026,quarta-feira
CHOCOLATUDO P,NOROESTE,0,29/04/2026,quarta-feira
CHOCOLATUDO P,ASA SUL,1,29/04/2026,quarta-feira
CHOCOLATUDO P,ASA NORTE,0,29/04/2026,quarta-feira
CHOCOLATUDO P,CONJ. NACIONAL,0,29/04/2026,quarta-feira
CHOCOLATUDO P,LOJINHA,0,29/04/2026,quarta-feira
CHOCOLATUDO P,SUDOESTE 1,0,29/04/2026,quarta-feira
CHOCOLATUDO P,SUDOESTE 2,0,29/04/2026,quarta-feira
CHOCOLATUDO P,GUARA,0,29/04/2026,quarta-feira
CHOCOLATUDO P,JARDIM,0,29/04/2026,quarta-feira
CHOCOLATUDO P,GILBERTO,0,29/04/2026,quarta-feira
CHOCOLATUDO P,BAHAMAS,0,29/04/2026,quarta-feira
CHOCOLATUDO P,CONTAINER,0,29/04/2026,quarta-feira
CHOCOLATUDO P,POSTO,10,29/04/2026,quarta-feira
CHOCOLATUDO P,ARNIQUEIRA,0,29/04/2026,quarta-feira
CHOCOLATUDO P,EPNB,0,29/04/2026,quarta-feira
CHOCOLATUDO P,GAMA,1,29/04/2026,quarta-feira
CHOCOLATUDO P,RECANTO,0,29/04/2026,quarta-feira
CHOCOLATUDO P,SAMAMBAIA,0,29/04/2026,quarta-feira
CHOCOLATUDO P,SAMAMBAIA SUL,0,29/04/2026,quarta-feira
CHOCOLATUDO P,PONTE ALTA,0,29/04/2026,quarta-feira
CHOCOLATUDO P,ALAMEDA,0,29/04/2026,quarta-feira
CHOCOLATUDO P,TAGUATINGA,0,29/04/2026,quarta-feira
CHOCOLATUDO P,CEILANDIA,0,29/04/2026,quarta-feira
CHOCOLATUDO P,VICENTE PIRES,0,29/04/2026,quarta-feira
MESCLADO,QUADRA 1,4,30/04/2026,quinta-feira
MESCLADO,CENTRAL,5,30/04/2026,quinta-feira
MESCLADO,NOROESTE,8,30/04/2026,quinta-feira
MESCLADO,ASA SUL,18,30/04/2026,quinta-feira
MESCLADO,ASA NORTE,19,30/04/2026,quinta-feira
MESCLADO,CONJ. NACIONAL,10,30/04/2026,quinta-feira
MESCLADO,LOJINHA,4,30/04/2026,quinta-feira
MESCLADO,SUDOESTE 1,11,30/04/2026,quinta-feira
MESCLADO,SUDOESTE 2,4,30/04/2026,quinta-feira
MESCLADO,GUARA,6,30/04/2026,quinta-feira
MESCLADO,JARDIM,10,30/04/2026,quinta-feira
MESCLADO,GILBERTO,6,30/04/2026,quinta-feira
MESCLADO,BAHAMAS,10,30/04/2026,quinta-feira
MESCLADO,CONTAINER,7,30/04/2026,quinta-feira
MESCLADO,POSTO,20,30/04/2026,quinta-feira
MESCLADO,ARNIQUEIRA,4,30/04/2026,quinta-feira
MESCLADO,EPNB,3,30/04/2026,quinta-feira
MESCLADO,GAMA,6,30/04/2026,quinta-feira
MESCLADO,RECANTO,2,30/04/2026,quinta-feira
MESCLADO,SAMAMBAIA,3,30/04/2026,quinta-feira
MESCLADO,SAMAMBAIA SUL,3,30/04/2026,quinta-feira
MESCLADO,PONTE ALTA,3,30/04/2026,quinta-feira
MESCLADO,ALAMEDA,0,30/04/2026,quinta-feira
MESCLADO,TAGUATINGA,13,30/04/2026,quinta-feira
MESCLADO,CEILANDIA,6,30/04/2026,quinta-feira
MESCLADO,VICENTE PIRES,8,30/04/2026,quinta-feira
FORMIGUEIRO,QUADRA 1,10,30/04/2026,quinta-feira
FORMIGUEIRO,CENTRAL,8,30/04/2026,quinta-feira
FORMIGUEIRO,NOROESTE,9,30/04/2026,quinta-feira
FORMIGUEIRO,ASA SUL,20,30/04/2026,quinta-feira
FORMIGUEIRO,ASA NORTE,30,30/04/2026,quinta-feira
FORMIGUEIRO,CONJ. NACIONAL,5,30/04/2026,quinta-feira
FORMIGUEIRO,LOJINHA,8,30/04/2026,quinta-feira
FORMIGUEIRO,SUDOESTE 1,11,30/04/2026,quinta-feira
FORMIGUEIRO,SUDOESTE 2,15,30/04/2026,quinta-feira
FORMIGUEIRO,GUARA,12,30/04/2026,quinta-feira
FORMIGUEIRO,JARDIM,11,30/04/2026,quinta-feira
FORMIGUEIRO,GILBERTO,7,30/04/2026,quinta-feira
FORMIGUEIRO,BAHAMAS,12,30/04/2026,quinta-feira
FORMIGUEIRO,CONTAINER,15,30/04/2026,quinta-feira
FORMIGUEIRO,POSTO,28,30/04/2026,quinta-feira
FORMIGUEIRO,ARNIQUEIRA,6,30/04/2026,quinta-feira
FORMIGUEIRO,EPNB,8,30/04/2026,quinta-feira
FORMIGUEIRO,GAMA,10,30/04/2026,quinta-feira
FORMIGUEIRO,RECANTO,5,30/04/2026,quinta-feira
FORMIGUEIRO,SAMAMBAIA,7,30/04/2026,quinta-feira
FORMIGUEIRO,SAMAMBAIA SUL,9,30/04/2026,quinta-feira
FORMIGUEIRO,PONTE ALTA,4,30/04/2026,quinta-feira
FORMIGUEIRO,ALAMEDA,2,30/04/2026,quinta-feira
FORMIGUEIRO,TAGUATINGA,20,30/04/2026,quinta-feira
FORMIGUEIRO,CEILANDIA,13,30/04/2026,quinta-feira
FORMIGUEIRO,VICENTE PIRES,11,30/04/2026,quinta-feira
LARANJA,QUADRA 1,7,30/04/2026,quinta-feira
LARANJA,CENTRAL,3,30/04/2026,quinta-feira
LARANJA,NOROESTE,8,30/04/2026,quinta-feira
LARANJA,ASA SUL,16,30/04/2026,quinta-feira
LARANJA,ASA NORTE,25,30/04/2026,quinta-feira
LARANJA,CONJ. NACIONAL,6,30/04/2026,quinta-feira
LARANJA,LOJINHA,3,30/04/2026,quinta-feira
LARANJA,SUDOESTE 1,11,30/04/2026,quinta-feira
LARANJA,SUDOESTE 2,8,30/04/2026,quinta-feira
LARANJA,GUARA,12,30/04/2026,quinta-feira
LARANJA,JARDIM,5,30/04/2026,quinta-feira
LARANJA,GILBERTO,5,30/04/2026,quinta-feira
LARANJA,BAHAMAS,6,30/04/2026,quinta-feira
LARANJA,CONTAINER,6,30/04/2026,quinta-feira
LARANJA,POSTO,22,30/04/2026,quinta-feira
LARANJA,ARNIQUEIRA,5,30/04/2026,quinta-feira
LARANJA,EPNB,3,30/04/2026,quinta-feira
LARANJA,GAMA,10,30/04/2026,quinta-feira
LARANJA,RECANTO,4,30/04/2026,quinta-feira
LARANJA,SAMAMBAIA,4,30/04/2026,quinta-feira
LARANJA,SAMAMBAIA SUL,4,30/04/2026,quinta-feira
LARANJA,PONTE ALTA,5,30/04/2026,quinta-feira
LARANJA,ALAMEDA,0,30/04/2026,quinta-feira
LARANJA,TAGUATINGA,11,30/04/2026,quinta-feira
LARANJA,CEILANDIA,5,30/04/2026,quinta-feira
LARANJA,VICENTE PIRES,5,30/04/2026,quinta-feira
COCO,QUADRA 1,2,30/04/2026,quinta-feira
COCO,CENTRAL,2,30/04/2026,quinta-feira
COCO,NOROESTE,0,30/04/2026,quinta-feira
COCO,ASA SUL,4,30/04/2026,quinta-feira
COCO,ASA NORTE,3,30/04/2026,quinta-feira
COCO,CONJ. NACIONAL,0,30/04/2026,quinta-feira
COCO,LOJINHA,0,30/04/2026,quinta-feira
COCO,SUDOESTE 1,2,30/04/2026,quinta-feira
COCO,SUDOESTE 2,2,30/04/2026,quinta-feira
COCO,GUARA,0,30/04/2026,quinta-feira
COCO,JARDIM,3,30/04/2026,quinta-feira
COCO,GILBERTO,1,30/04/2026,quinta-feira
COCO,BAHAMAS,2,30/04/2026,quinta-feira
COCO,CONTAINER,0,30/04/2026,quinta-feira
COCO,POSTO,2,30/04/2026,quinta-feira
COCO,ARNIQUEIRA,1,30/04/2026,quinta-feira
COCO,EPNB,2,30/04/2026,quinta-feira
COCO,GAMA,3,30/04/2026,quinta-feira
COCO,RECANTO,2,30/04/2026,quinta-feira
COCO,SAMAMBAIA,2,30/04/2026,quinta-feira
COCO,SAMAMBAIA SUL,2,30/04/2026,quinta-feira
COCO,PONTE ALTA,0,30/04/2026,quinta-feira
COCO,ALAMEDA,0,30/04/2026,quinta-feira
COCO,TAGUATINGA,1,30/04/2026,quinta-feira
COCO,CEILANDIA,2,30/04/2026,quinta-feira
COCO,VICENTE PIRES,2,30/04/2026,quinta-feira
TRIGO,QUADRA 1,2,30/04/2026,quinta-feira
TRIGO,CENTRAL,4,30/04/2026,quinta-feira
TRIGO,NOROESTE,2,30/04/2026,quinta-feira
TRIGO,ASA SUL,4,30/04/2026,quinta-feira
TRIGO,ASA NORTE,1,30/04/2026,quinta-feira
TRIGO,CONJ. NACIONAL,0,30/04/2026,quinta-feira
TRIGO,LOJINHA,1,30/04/2026,quinta-feira
TRIGO,SUDOESTE 1,1,30/04/2026,quinta-feira
TRIGO,SUDOESTE 2,1,30/04/2026,quinta-feira
TRIGO,GUARA,3,30/04/2026,quinta-feira
TRIGO,JARDIM,1,30/04/2026,quinta-feira
TRIGO,GILBERTO,1,30/04/2026,quinta-feira
TRIGO,BAHAMAS,2,30/04/2026,quinta-feira
TRIGO,CONTAINER,2,30/04/2026,quinta-feira
TRIGO,POSTO,6,30/04/2026,quinta-feira
TRIGO,ARNIQUEIRA,2,30/04/2026,quinta-feira
TRIGO,EPNB,2,30/04/2026,quinta-feira
TRIGO,GAMA,1,30/04/2026,quinta-feira
TRIGO,RECANTO,1,30/04/2026,quinta-feira
TRIGO,SAMAMBAIA,2,30/04/2026,quinta-feira
TRIGO,SAMAMBAIA SUL,2,30/04/2026,quinta-feira
TRIGO,PONTE ALTA,1,30/04/2026,quinta-feira
TRIGO,ALAMEDA,0,30/04/2026,quinta-feira
TRIGO,TAGUATINGA,4,30/04/2026,quinta-feira
TRIGO,CEILANDIA,2,30/04/2026,quinta-feira
TRIGO,VICENTE PIRES,2,30/04/2026,quinta-feira
LIMAO,QUADRA 1,2,30/04/2026,quinta-feira
LIMAO,CENTRAL,2,30/04/2026,quinta-feira
LIMAO,NOROESTE,1,30/04/2026,quinta-feira
LIMAO,ASA SUL,7,30/04/2026,quinta-feira
LIMAO,ASA NORTE,8,30/04/2026,quinta-feira
LIMAO,CONJ. NACIONAL,2,30/04/2026,quinta-feira
LIMAO,LOJINHA,0,30/04/2026,quinta-feira
LIMAO,SUDOESTE 1,4,30/04/2026,quinta-feira
LIMAO,SUDOESTE 2,4,30/04/2026,quinta-feira
LIMAO,GUARA,2,30/04/2026,quinta-feira
LIMAO,JARDIM,4,30/04/2026,quinta-feira
LIMAO,GILBERTO,2,30/04/2026,quinta-feira
LIMAO,BAHAMAS,3,30/04/2026,quinta-feira
LIMAO,CONTAINER,3,30/04/2026,quinta-feira
LIMAO,POSTO,4,30/04/2026,quinta-feira
LIMAO,ARNIQUEIRA,4,30/04/2026,quinta-feira
LIMAO,EPNB,0,30/04/2026,quinta-feira
LIMAO,GAMA,3,30/04/2026,quinta-feira
LIMAO,RECANTO,0,30/04/2026,quinta-feira
LIMAO,SAMAMBAIA,2,30/04/2026,quinta-feira
LIMAO,SAMAMBAIA SUL,0,30/04/2026,quinta-feira
LIMAO,PONTE ALTA,0,30/04/2026,quinta-feira
LIMAO,ALAMEDA,1,30/04/2026,quinta-feira
LIMAO,TAGUATINGA,4,30/04/2026,quinta-feira
LIMAO,CEILANDIA,5,30/04/2026,quinta-feira
LIMAO,VICENTE PIRES,1,30/04/2026,quinta-feira
MARACUJÁ,QUADRA 1,1,30/04/2026,quinta-feira
MARACUJÁ,CENTRAL,1,30/04/2026,quinta-feira
MARACUJÁ,NOROESTE,1,30/04/2026,quinta-feira
MARACUJÁ,ASA SUL,2,30/04/2026,quinta-feira
MARACUJÁ,ASA NORTE,3,30/04/2026,quinta-feira
MARACUJÁ,CONJ. NACIONAL,0,30/04/2026,quinta-feira
MARACUJÁ,LOJINHA,0,30/04/2026,quinta-feira
MARACUJÁ,SUDOESTE 1,1,30/04/2026,quinta-feira
MARACUJÁ,SUDOESTE 2,2,30/04/2026,quinta-feira
MARACUJÁ,GUARA,0,30/04/2026,quinta-feira
MARACUJÁ,JARDIM,1,30/04/2026,quinta-feira
MARACUJÁ,GILBERTO,0,30/04/2026,quinta-feira
MARACUJÁ,BAHAMAS,0,30/04/2026,quinta-feira
MARACUJÁ,CONTAINER,0,30/04/2026,quinta-feira
MARACUJÁ,POSTO,2,30/04/2026,quinta-feira
MARACUJÁ,ARNIQUEIRA,1,30/04/2026,quinta-feira
MARACUJÁ,EPNB,0,30/04/2026,quinta-feira
MARACUJÁ,GAMA,2,30/04/2026,quinta-feira
MARACUJÁ,RECANTO,0,30/04/2026,quinta-feira
MARACUJÁ,SAMAMBAIA,1,30/04/2026,quinta-feira
MARACUJÁ,SAMAMBAIA SUL,0,30/04/2026,quinta-feira
MARACUJÁ,PONTE ALTA,0,30/04/2026,quinta-feira
MARACUJÁ,ALAMEDA,0,30/04/2026,quinta-feira
MARACUJÁ,TAGUATINGA,0,30/04/2026,quinta-feira
MARACUJÁ,CEILANDIA,2,30/04/2026,quinta-feira
MARACUJÁ,VICENTE PIRES,1,30/04/2026,quinta-feira
CHOCOLATE,QUADRA 1,4,30/04/2026,quinta-feira
CHOCOLATE,CENTRAL,7,30/04/2026,quinta-feira
CHOCOLATE,NOROESTE,11,30/04/2026,quinta-feira
CHOCOLATE,ASA SUL,16,30/04/2026,quinta-feira
CHOCOLATE,ASA NORTE,17,30/04/2026,quinta-feira
CHOCOLATE,CONJ. NACIONAL,7,30/04/2026,quinta-feira
CHOCOLATE,LOJINHA,5,30/04/2026,quinta-feira
CHOCOLATE,SUDOESTE 1,10,30/04/2026,quinta-feira
CHOCOLATE,SUDOESTE 2,10,30/04/2026,quinta-feira
CHOCOLATE,GUARA,15,30/04/2026,quinta-feira
CHOCOLATE,JARDIM,8,30/04/2026,quinta-feira
CHOCOLATE,GILBERTO,7,30/04/2026,quinta-feira
CHOCOLATE,BAHAMAS,9,30/04/2026,quinta-feira
CHOCOLATE,CONTAINER,10,30/04/2026,quinta-feira
CHOCOLATE,POSTO,14,30/04/2026,quinta-feira
CHOCOLATE,ARNIQUEIRA,5,30/04/2026,quinta-feira
CHOCOLATE,EPNB,2,30/04/2026,quinta-feira
CHOCOLATE,GAMA,10,30/04/2026,quinta-feira
CHOCOLATE,RECANTO,6,30/04/2026,quinta-feira
CHOCOLATE,SAMAMBAIA,6,30/04/2026,quinta-feira
CHOCOLATE,SAMAMBAIA SUL,2,30/04/2026,quinta-feira
CHOCOLATE,PONTE ALTA,5,30/04/2026,quinta-feira
CHOCOLATE,ALAMEDA,1,30/04/2026,quinta-feira
CHOCOLATE,TAGUATINGA,13,30/04/2026,quinta-feira
CHOCOLATE,CEILANDIA,6,30/04/2026,quinta-feira
CHOCOLATE,VICENTE PIRES,5,30/04/2026,quinta-feira
AMEIXA,QUADRA 1,0,30/04/2026,quinta-feira
AMEIXA,CENTRAL,1,30/04/2026,quinta-feira
AMEIXA,NOROESTE,0,30/04/2026,quinta-feira
AMEIXA,ASA SUL,2,30/04/2026,quinta-feira
AMEIXA,ASA NORTE,3,30/04/2026,quinta-feira
AMEIXA,CONJ. NACIONAL,0,30/04/2026,quinta-feira
AMEIXA,LOJINHA,0,30/04/2026,quinta-feira
AMEIXA,SUDOESTE 1,2,30/04/2026,quinta-feira
AMEIXA,SUDOESTE 2,2,30/04/2026,quinta-feira
AMEIXA,GUARA,1,30/04/2026,quinta-feira
AMEIXA,JARDIM,1,30/04/2026,quinta-feira
AMEIXA,GILBERTO,1,30/04/2026,quinta-feira
AMEIXA,BAHAMAS,0,30/04/2026,quinta-feira
AMEIXA,CONTAINER,0,30/04/2026,quinta-feira
AMEIXA,POSTO,0,30/04/2026,quinta-feira
AMEIXA,ARNIQUEIRA,0,30/04/2026,quinta-feira
AMEIXA,EPNB,0,30/04/2026,quinta-feira
AMEIXA,GAMA,2,30/04/2026,quinta-feira
AMEIXA,RECANTO,0,30/04/2026,quinta-feira
AMEIXA,SAMAMBAIA,1,30/04/2026,quinta-feira
AMEIXA,SAMAMBAIA SUL,0,30/04/2026,quinta-feira
AMEIXA,PONTE ALTA,0,30/04/2026,quinta-feira
AMEIXA,ALAMEDA,0,30/04/2026,quinta-feira
AMEIXA,TAGUATINGA,0,30/04/2026,quinta-feira
AMEIXA,CEILANDIA,2,30/04/2026,quinta-feira
AMEIXA,VICENTE PIRES,1,30/04/2026,quinta-feira
PRESTIGIO,QUADRA 1,1,30/04/2026,quinta-feira
PRESTIGIO,CENTRAL,0,30/04/2026,quinta-feira
PRESTIGIO,NOROESTE,1,30/04/2026,quinta-feira
PRESTIGIO,ASA SUL,3,30/04/2026,quinta-feira
PRESTIGIO,ASA NORTE,4,30/04/2026,quinta-feira
PRESTIGIO,CONJ. NACIONAL,2,30/04/2026,quinta-feira
PRESTIGIO,LOJINHA,0,30/04/2026,quinta-feira
PRESTIGIO,SUDOESTE 1,2,30/04/2026,quinta-feira
PRESTIGIO,SUDOESTE 2,0,30/04/2026,quinta-feira
PRESTIGIO,GUARA,2,30/04/2026,quinta-feira
PRESTIGIO,JARDIM,1,30/04/2026,quinta-feira
PRESTIGIO,GILBERTO,1,30/04/2026,quinta-feira
PRESTIGIO,BAHAMAS,0,30/04/2026,quinta-feira
PRESTIGIO,CONTAINER,1,30/04/2026,quinta-feira
PRESTIGIO,POSTO,2,30/04/2026,quinta-feira
PRESTIGIO,ARNIQUEIRA,0,30/04/2026,quinta-feira
PRESTIGIO,EPNB,0,30/04/2026,quinta-feira
PRESTIGIO,GAMA,0,30/04/2026,quinta-feira
PRESTIGIO,RECANTO,0,30/04/2026,quinta-feira
PRESTIGIO,SAMAMBAIA,1,30/04/2026,quinta-feira
PRESTIGIO,SAMAMBAIA SUL,1,30/04/2026,quinta-feira
PRESTIGIO,PONTE ALTA,1,30/04/2026,quinta-feira
PRESTIGIO,ALAMEDA,1,30/04/2026,quinta-feira
PRESTIGIO,TAGUATINGA,0,30/04/2026,quinta-feira
PRESTIGIO,CEILANDIA,1,30/04/2026,quinta-feira
PRESTIGIO,VICENTE PIRES,0,30/04/2026,quinta-feira
CHURROS,QUADRA 1,0,30/04/2026,quinta-feira
CHURROS,CENTRAL,0,30/04/2026,quinta-feira
CHURROS,NOROESTE,0,30/04/2026,quinta-feira
CHURROS,ASA SUL,3,30/04/2026,quinta-feira
CHURROS,ASA NORTE,2,30/04/2026,quinta-feira
CHURROS,CONJ. NACIONAL,0,30/04/2026,quinta-feira
CHURROS,LOJINHA,0,30/04/2026,quinta-feira
CHURROS,SUDOESTE 1,1,30/04/2026,quinta-feira
CHURROS,SUDOESTE 2,0,30/04/2026,quinta-feira
CHURROS,GUARA,0,30/04/2026,quinta-feira
CHURROS,JARDIM,2,30/04/2026,quinta-feira
CHURROS,GILBERTO,1,30/04/2026,quinta-feira
CHURROS,BAHAMAS,0,30/04/2026,quinta-feira
CHURROS,CONTAINER,1,30/04/2026,quinta-feira
CHURROS,POSTO,2,30/04/2026,quinta-feira
CHURROS,ARNIQUEIRA,0,30/04/2026,quinta-feira
CHURROS,EPNB,0,30/04/2026,quinta-feira
CHURROS,GAMA,2,30/04/2026,quinta-feira
CHURROS,RECANTO,0,30/04/2026,quinta-feira
CHURROS,SAMAMBAIA,0,30/04/2026,quinta-feira
CHURROS,SAMAMBAIA SUL,1,30/04/2026,quinta-feira
CHURROS,PONTE ALTA,1,30/04/2026,quinta-feira
CHURROS,ALAMEDA,0,30/04/2026,quinta-feira
CHURROS,TAGUATINGA,1,30/04/2026,quinta-feira
CHURROS,CEILANDIA,1,30/04/2026,quinta-feira
